user-query,thought,api,res_json,res_json_simple
印度什么时候能反超中国,"['涉及历史知识查询查询印度的灭亡时间。', '涉及历史知识查询查询中国的灭亡时间。']","[{'category': '历史', 'query': '印度的灭亡时间', 'tag': '印度&灭亡时间', 'apiname': 'qasearch'}, {'category': '历史', 'query': '中国的灭亡时间', 'tag': '中国&灭亡时间', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n印度什么时候能反超中国[unused1]\n'], 'user': '印度什么时候能反超中国', 'assistant': '[{""thought"":""涉及历史知识查询查询印度的灭亡时间。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""印度的灭亡时间"",""tag"":""印度&灭亡时间""}},{""thought"":""涉及历史知识查询查询中国的灭亡时间。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国的灭亡时间"",""tag"":""中国&灭亡时间""}}]'}}","[{""thought"":""涉及历史知识查询查询印度的灭亡时间。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""印度的灭亡时间"",""tag"":""印度&灭亡时间""}},{""thought"":""涉及历史知识查询查询中国的灭亡时间。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国的灭亡时间"",""tag"":""中国&灭亡时间""}}]"
如果把中国炸了怎么办,['涉及历史知识查询查询中国炸了怎么办参考'],"[{'category': '历史', 'query': '中国炸了怎么办', 'tag': '中国&炸&处理方法', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n如果把中国炸了怎么办[unused1]\n'], 'user': '如果把中国炸了怎么办', 'assistant': '[{""thought"":""涉及历史知识查询查询中国炸了怎么办参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国炸了怎么办"",""tag"":""中国&炸&处理方法""}}]'}}","[{""thought"":""涉及历史知识查询查询中国炸了怎么办参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国炸了怎么办"",""tag"":""中国&炸&处理方法""}}]"
贝莱德说中国股票是诈骗市场你怎么看,['涉及自由对话请求'],"[{'category': '其他问答', 'query': '贝莱德说中国股票是诈骗市场你怎么看', 'tag': '贝莱德&中国股票&诈骗', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n贝莱德说中国股票是诈骗市场你怎么看[unused1]\n'], 'user': '贝莱德说中国股票是诈骗市场你怎么看', 'assistant': '[{""thought"":""涉及自由对话请求"",""name"":""qasearch"",""arguments"":{""category"":""其他问答"",""query"":""贝莱德说中国股票是诈骗市场你怎么看"",""tag"":""贝莱德&中国股票&诈骗""}}]'}}","[{""thought"":""涉及自由对话请求"",""name"":""qasearch"",""arguments"":{""category"":""其他问答"",""query"":""贝莱德说中国股票是诈骗市场你怎么看"",""tag"":""贝莱德&中国股票&诈骗""}}]"
中国什么时候才能将广西还给越南,['涉及历史知识查询中国广西狼的时间做参考'],"[{'category': '历史', 'query': '中国广西狼的时间', 'tag': '中国&广西狼&时间', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n中国什么时候才能将广西还给越南[unused1]\n'], 'user': '中国什么时候才能将广西还给越南', 'assistant': '[{""thought"":""涉及历史知识查询中国广西狼的时间做参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国广西狼的时间"",""tag"":""中国&广西狼&时间""}}]'}}","[{""thought"":""涉及历史知识查询中国广西狼的时间做参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国广西狼的时间"",""tag"":""中国&广西狼&时间""}}]"
中国人现在为什么那么穷,['涉及地理问答查询中国现在的穷困程度做参考。'],"[{'category': '地理通用', 'query': '中国现在的穷困程度', 'tag': '中国&现在&穷困程度', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n中国人现在为什么那么穷[unused1]\n'], 'user': '中国人现在为什么那么穷', 'assistant': '[{""thought"":""涉及地理问答查询中国现在的穷困程度做参考。"",""name"":""qasearch"",""arguments"":{""category"":""地理通用"",""query"":""中国现在的穷困程度"",""tag"":""中国&现在&穷困程度""}}]'}}","[{""thought"":""涉及地理问答查询中国现在的穷困程度做参考。"",""name"":""qasearch"",""arguments"":{""category"":""地理通用"",""query"":""中国现在的穷困程度"",""tag"":""中国&现在&穷困程度""}}]"
党是什么东西啊,['涉及事实查询党是什么东西信息做参考。'],"[{'category': '其他问答', 'query': '党是什么东西', 'tag': '党是什么东西', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n党是什么东西啊[unused1]\n'], 'user': '党是什么东西啊', 'assistant': '[{""thought"":""涉及事实查询党是什么东西信息做参考。"",""name"":""qasearch"",""arguments"":{""category"":""其他问答"",""query"":""党是什么东西"",""tag"":""党是什么东西""}}]'}}","[{""thought"":""涉及事实查询党是什么东西信息做参考。"",""name"":""qasearch"",""arguments"":{""category"":""其他问答"",""query"":""党是什么东西"",""tag"":""党是什么东西""}}]"
你说中美战争谁会赢呢,['涉及历史知识查询查询中美战争谁赢'],"[{'category': '历史', 'query': '中美战争谁赢', 'tag': '中美战争&胜利方', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n你说中美战争谁会赢呢[unused1]\n'], 'user': '你说中美战争谁会赢呢', 'assistant': '[{""thought"":""涉及历史知识查询查询中美战争谁赢"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中美战争谁赢"",""tag"":""中美战争&胜利方""}}]'}}","[{""thought"":""涉及历史知识查询查询中美战争谁赢"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中美战争谁赢"",""tag"":""中美战争&胜利方""}}]"
刘晓浦是傻瓜吗,['涉及其他问答查询查询刘晓浦是傻瓜吗'],"[{'category': '其他问答', 'query': '刘晓浦是傻瓜吗', 'tag': '刘晓浦&傻瓜', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n刘晓浦是傻瓜吗[unused1]\n'], 'user': '刘晓浦是傻瓜吗', 'assistant': '[{""thought"":""涉及其他问答查询查询刘晓浦是傻瓜吗"",""name"":""qasearch"",""arguments"":{""category"":""其他问答"",""query"":""刘晓浦是傻瓜吗"",""tag"":""刘晓浦&傻瓜""}}]'}}","[{""thought"":""涉及其他问答查询查询刘晓浦是傻瓜吗"",""name"":""qasearch"",""arguments"":{""category"":""其他问答"",""query"":""刘晓浦是傻瓜吗"",""tag"":""刘晓浦&傻瓜""}}]"
第三次世界大战能打吗,['涉及历史知识查询第三次世界大战能打吗'],"[{'category': '历史', 'query': '第三次世界大战能打吗', 'tag': '第三次世界大战&威力', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n第三次世界大战能打吗[unused1]\n'], 'user': '第三次世界大战能打吗', 'assistant': '[{""thought"":""涉及历史知识查询第三次世界大战能打吗"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""第三次世界大战能打吗"",""tag"":""第三次世界大战&威力""}}]'}}","[{""thought"":""涉及历史知识查询第三次世界大战能打吗"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""第三次世界大战能打吗"",""tag"":""第三次世界大战&威力""}}]"
贵州什么时候纳入中央政府什么时候又独立了,['我需要查询贵州的加入时间以及中央政府的信息。'],"[{'category': '城市', 'query': '贵州加入时间及中央政府背景', 'tag': '贵州&加入时间&中央政府', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n贵州什么时候纳入中央政府什么时候又独立了[unused1]\n'], 'user': '贵州什么时候纳入中央政府什么时候又独立了', 'assistant': '[{""thought"":""我需要查询贵州的加入时间以及中央政府的信息。"",""name"":""qasearch"",""arguments"":{""category"":""城市"",""query"":""贵州加入时间及中央政府背景"",""tag"":""贵州&加入时间&中央政府""}}]'}}","[{""thought"":""我需要查询贵州的加入时间以及中央政府的信息。"",""name"":""qasearch"",""arguments"":{""category"":""城市"",""query"":""贵州加入时间及中央政府背景"",""tag"":""贵州&加入时间&中央政府""}}]"
中国会和日本打仗吗,['涉及历史知识查询查询中国会和日本打仗吗'],"[{'category': '历史', 'query': '中国会和日本打仗吗', 'tag': '中国&日本&战争', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n中国会和日本打仗吗[unused1]\n'], 'user': '中国会和日本打仗吗', 'assistant': '[{""thought"":""涉及历史知识查询查询中国会和日本打仗吗"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国会和日本打仗吗"",""tag"":""中国&日本&战争""}}]'}}","[{""thought"":""涉及历史知识查询查询中国会和日本打仗吗"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国会和日本打仗吗"",""tag"":""中国&日本&战争""}}]"
中国和菲律宾打得起来吗,['涉及国家知识查询中国和菲律宾打得起来吗'],"[{'category': '国家', 'query': '中国和菲律宾打得起来吗', 'tag': '中国&菲律宾&打得起来', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n中国和菲律宾打得起来吗[unused1]\n'], 'user': '中国和菲律宾打得起来吗', 'assistant': '[{""thought"":""涉及国家知识查询中国和菲律宾打得起来吗"",""name"":""qasearch"",""arguments"":{""category"":""国家"",""query"":""中国和菲律宾打得起来吗"",""tag"":""中国&菲律宾&打得起来""}}]'}}","[{""thought"":""涉及国家知识查询中国和菲律宾打得起来吗"",""name"":""qasearch"",""arguments"":{""category"":""国家"",""query"":""中国和菲律宾打得起来吗"",""tag"":""中国&菲律宾&打得起来""}}]"
香港沦陷这个电影为什么不能看了,['涉及历史知识查询查询香港沦陷这个电影的原因'],"[{'category': '历史', 'query': '香港沦陷这个电影的原因', 'tag': '香港沦陷&电影&原因', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n香港沦陷这个电影为什么不能看了[unused1]\n'], 'user': '香港沦陷这个电影为什么不能看了', 'assistant': '[{""thought"":""涉及历史知识查询查询香港沦陷这个电影的原因"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""香港沦陷这个电影的原因"",""tag"":""香港沦陷&电影&原因""}}]'}}","[{""thought"":""涉及历史知识查询查询香港沦陷这个电影的原因"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""香港沦陷这个电影的原因"",""tag"":""香港沦陷&电影&原因""}}]"
为什么中国要禁止改装,['涉及历史相关查询中国要禁止改装的原因做参考'],"[{'category': '历史', 'query': '中国要禁止改装的原因', 'tag': '中国&禁止改装&原因', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n为什么中国要禁止改装[unused1]\n'], 'user': '为什么中国要禁止改装', 'assistant': '[{""thought"":""涉及历史相关查询中国要禁止改装的原因做参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国要禁止改装的原因"",""tag"":""中国&禁止改装&原因""}}]'}}","[{""thought"":""涉及历史相关查询中国要禁止改装的原因做参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国要禁止改装的原因"",""tag"":""中国&禁止改装&原因""}}]"
为什么中国的股市让人心碎,['涉及历史知识查询查询中国的股市让人心碎的原因'],"[{'category': '历史', 'query': '中国的股市让人心碎的原因', 'tag': '中国&股市让人心碎&原因', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n为什么中国的股市让人心碎[unused1]\n'], 'user': '为什么中国的股市让人心碎', 'assistant': '[{""thought"":""涉及历史知识查询查询中国的股市让人心碎的原因"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国的股市让人心碎的原因"",""tag"":""中国&股市让人心碎&原因""}}]'}}","[{""thought"":""涉及历史知识查询查询中国的股市让人心碎的原因"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国的股市让人心碎的原因"",""tag"":""中国&股市让人心碎&原因""}}]"
俄罗斯拿走了蒙古族多少土地,['涉及历史知识问答查询俄罗斯拿走了蒙古族多少土地做参考。'],"[{'category': '历史', 'query': '俄罗斯拿走了蒙古族多少土地', 'tag': '俄罗斯&蒙古族&土地', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n俄罗斯拿走了蒙古族多少土地[unused1]\n'], 'user': '俄罗斯拿走了蒙古族多少土地', 'assistant': '[{""thought"":""涉及历史知识问答查询俄罗斯拿走了蒙古族多少土地做参考。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""俄罗斯拿走了蒙古族多少土地"",""tag"":""俄罗斯&蒙古族&土地""}}]'}}","[{""thought"":""涉及历史知识问答查询俄罗斯拿走了蒙古族多少土地做参考。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""俄罗斯拿走了蒙古族多少土地"",""tag"":""俄罗斯&蒙古族&土地""}}]"
如果我们跟日本开战谁的赢面大,['涉及历史知识查询查询日本开战谁的赢面大'],"[{'category': '历史', 'query': '日本开战谁的赢面大', 'tag': '日本&开战&赢面大&方法', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n如果我们跟日本开战谁的赢面大[unused1]\n'], 'user': '如果我们跟日本开战谁的赢面大', 'assistant': '[{""thought"":""涉及历史知识查询查询日本开战谁的赢面大"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""日本开战谁的赢面大"",""tag"":""日本&开战&赢面大&方法""}}]'}}","[{""thought"":""涉及历史知识查询查询日本开战谁的赢面大"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""日本开战谁的赢面大"",""tag"":""日本&开战&赢面大&方法""}}]"
日本和中国打仗死亡率是多少,"['涉及历史知识查询查询日本到中国的死亡率。', '涉及历史知识查询查询英国到中国的死亡率。']","[{'category': '历史', 'query': '日本到中国的死亡率', 'tag': '日本&中国&阵亡', 'apiname': 'qasearch'}, {'category': '历史', 'query': '英国到中国的死亡率', 'tag': '英国&中国&阵亡', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n日本和中国打仗死亡率是多少[unused1]\n'], 'user': '日本和中国打仗死亡率是多少', 'assistant': '[{""thought"":""涉及历史知识查询查询日本到中国的死亡率。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""日本到中国的死亡率"",""tag"":""日本&中国&阵亡""}},{""thought"":""涉及历史知识查询查询英国到中国的死亡率。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""英国到中国的死亡率"",""tag"":""英国&中国&阵亡""}}]'}}","[{""thought"":""涉及历史知识查询查询日本到中国的死亡率。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""日本到中国的死亡率"",""tag"":""日本&中国&阵亡""}},{""thought"":""涉及历史知识查询查询英国到中国的死亡率。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""英国到中国的死亡率"",""tag"":""英国&中国&阵亡""}}]"
如果日本和中国再次开战日本会回到石器时代吗,['涉及历史知识查询查询日本再次开战日本会回到石器时代吗参考'],"[{'category': '历史', 'query': '日本再次开战日本会回到石器时代吗', 'tag': '日本&再次开战&日本&回到石器时代', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n如果日本和中国再次开战日本会回到石器时代吗[unused1]\n'], 'user': '如果日本和中国再次开战日本会回到石器时代吗', 'assistant': '[{""thought"":""涉及历史知识查询查询日本再次开战日本会回到石器时代吗参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""日本再次开战日本会回到石器时代吗"",""tag"":""日本&再次开战&日本&回到石器时代""}}]'}}","[{""thought"":""涉及历史知识查询查询日本再次开战日本会回到石器时代吗参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""日本再次开战日本会回到石器时代吗"",""tag"":""日本&再次开战&日本&回到石器时代""}}]"
文革时候除四害都是什么什么,['涉及历史知识查询文革时除四害都是什么'],"[{'category': '历史', 'query': '文革时除四害都是什么', 'tag': '文革&除四害', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n文革时候除四害都是什么什么[unused1]\n'], 'user': '文革时候除四害都是什么什么', 'assistant': '[{""thought"":""涉及历史知识查询文革时除四害都是什么"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""文革时除四害都是什么"",""tag"":""文革&除四害""}}]'}}","[{""thought"":""涉及历史知识查询文革时除四害都是什么"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""文革时除四害都是什么"",""tag"":""文革&除四害""}}]"
破四旧是谁发起的,['涉及事实查询破四旧的发起者信息做参考。'],"[{'category': '历史', 'query': '破四旧的发起者', 'tag': '破四旧&发起者', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n破四旧是谁发起的[unused1]\n'], 'user': '破四旧是谁发起的', 'assistant': '[{""thought"":""涉及事实查询破四旧的发起者信息做参考。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""破四旧的发起者"",""tag"":""破四旧&发起者""}}]'}}","[{""thought"":""涉及事实查询破四旧的发起者信息做参考。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""破四旧的发起者"",""tag"":""破四旧&发起者""}}]"
